,gene_ids,feature_types,genome,mt,chromosome,start,end,cnv_called,highly_variable,means,dispersions,dispersions_norm
LRBA,ENSG00000198589.10_4,Gene Expression,GRCh37_liftover_v28,False,chr4,150264435.0,151015727.0,True,True,0.3021296673107132,1.305153818529415,0.82790375
TMEM60,ENSG00000135211.5_2,Gene Expression,GRCh37_liftover_v28,False,chr7,77793728.0,77798434.0,True,False,0.3021115048122763,1.02699436893011,0.107510015
PLEKHA3,ENSG00000116095.10_2,Gene Expression,GRCh37_liftover_v28,False,chr2,178480457.0,178516463.0,True,False,0.3020836170711478,1.0956088745086503,0.28521192
PRKAG1,ENSG00000181929.11_3,Gene Expression,GRCh37_liftover_v28,False,chr12,49002274.0,49018807.0,True,False,0.3020629584286362,1.0557748414699468,0.18204738
RHOQ,ENSG00000119729.11_3,Gene Expression,GRCh37_liftover_v28,False,chr2,46541806.0,46584688.0,True,False,0.3018161898312385,0.9403446650569792,-0.116900496
NKAP,ENSG00000101882.9_2,Gene Expression,GRCh37_liftover_v28,False,chrX,119920672.0,119943751.0,False,False,0.30164798333161985,1.0200891575574713,0.08962649
GPR174,ENSG00000147138.2_3,Gene Expression,GRCh37_liftover_v28,False,chrX,79144688.0,79175318.0,False,True,0.30157940699679836,1.4021619862071226,1.0791413
DHX29,ENSG00000067248.9_3,Gene Expression,GRCh37_liftover_v28,False,chr5,55256055.0,55307694.0,True,False,0.301482015029955,1.0233031812816178,0.09795036
GAS6,ENSG00000183087.14_2,Gene Expression,GRCh37_liftover_v28,False,chr13,113820549.0,113864076.0,True,True,0.30145356674066837,1.2233470413234424,0.61603576
ZNF511,ENSG00000198546.14_4,Gene Expression,GRCh37_liftover_v28,False,chr10,133308914.0,133313162.0,True,False,0.30140798236453686,0.9807331841458946,-0.012299931
TMEM106B,ENSG00000106460.18_4,Gene Expression,GRCh37_liftover_v28,False,chr7,12211270.0,12243367.0,True,False,0.3013489116274801,1.0547806917968574,0.17947267
DUSP10,ENSG00000143507.17_2,Gene Expression,GRCh37_liftover_v28,False,chr1,221701424.0,221742089.0,True,True,0.3009960329575194,1.3190874439848042,0.8639899
FOLR2,ENSG00000165457.13_3,Gene Expression,GRCh37_liftover_v28,False,chr11,72216601.0,72221950.0,False,True,0.3009364715644075,2.14372321808685,2.9996803
SSH2,ENSG00000141298.17_3,Gene Expression,GRCh37_liftover_v28,False,chr17,29625938.0,29930276.0,True,False,0.3009183926335127,1.1083834376245043,0.31829622
ATP2A3,ENSG00000074370.17_3,Gene Expression,GRCh37_liftover_v28,False,chr17,3923870.0,3964464.0,True,False,0.300895388173302,1.1440582747748296,0.41068903
POP7,ENSG00000172336.4_2,Gene Expression,GRCh37_liftover_v28,False,chr7,100706121.0,100707486.0,True,False,0.30075274745418556,0.9940069043322446,0.022077132
ATP1B1,ENSG00000143153.12_3,Gene Expression,GRCh37_liftover_v28,False,chr1,169105697.0,169310992.0,True,False,0.30066338663009995,1.1589302880120202,0.44920543
PHKB,ENSG00000102893.15_4,Gene Expression,GRCh37_liftover_v28,False,chr16,47461123.0,47701523.0,True,False,0.3005538927613337,1.015084069223074,0.076664016
OAS2,ENSG00000111335.12_2,Gene Expression,GRCh37_liftover_v28,False,chr12,112978395.0,113011723.0,True,False,0.3004639596318544,1.1253580864484223,0.36225817
HTATSF1,ENSG00000102241.11_2,Gene Expression,GRCh37_liftover_v28,False,chrX,136497079.0,136512346.0,False,False,0.30039446291739946,1.0727666732778498,0.22605383
RPS6KA1,ENSG00000117676.13_4,Gene Expression,GRCh37_liftover_v28,False,chr1,26529761.0,26575030.0,True,False,0.3003690018056552,1.1290006710692924,0.37169194
DDX1,ENSG00000079785.14_3,Gene Expression,GRCh37_liftover_v28,False,chr2,15591178.0,15634346.0,True,False,0.3003415048868136,0.9879981916074605,0.0065154145
KIR2DL4,ENSG00000189013.14_4,Gene Expression,GRCh37_liftover_v28,False,chr19,54803611.0,54814517.0,False,True,0.30008251930390023,1.8513059991716931,2.2423608
JAGN1,ENSG00000171135.13_3,Gene Expression,GRCh37_liftover_v28,False,chr3,9890574.0,9894349.0,True,False,0.3000523977470842,1.0054293318062915,0.05165961
PCNX1,ENSG00000100731.15_4,Gene Expression,GRCh37_liftover_v28,False,chr14,70907405.0,71115382.0,True,False,0.30001211350404056,1.097163419803373,0.28923795
NXT1,ENSG00000132661.3_3,Gene Expression,GRCh37_liftover_v28,False,chr20,23350791.0,23354771.0,True,False,0.2999892371948778,1.0388052878648233,0.13809863
YIF1B,ENSG00000167645.16_3,Gene Expression,GRCh37_liftover_v28,False,chr19,38303558.0,38317273.0,True,False,0.29998198436476503,0.9301007100016145,-0.1434309
NUSAP1,ENSG00000137804.12_4,Gene Expression,GRCh37_liftover_v28,False,chr15,41320794.0,41381050.0,True,True,0.2998980708758759,1.8608042242445368,2.26696
PUS7L,ENSG00000129317.14_3,Gene Expression,GRCh37_liftover_v28,False,chr12,43718992.0,43758793.0,True,False,0.2996997984547713,1.0917586913348407,0.27524048
TSPAN5,ENSG00000168785.7_2,Gene Expression,GRCh37_liftover_v28,False,chr4,98470367.0,98658611.0,True,True,0.2996673253801413,1.3505292964100588,0.94541985
HBEGF,ENSG00000113070.7_2,Gene Expression,GRCh37_liftover_v28,False,chr5,140332843.0,140346603.0,True,True,0.2996552946162329,1.6621465653483758,1.7524647
SLC25A45,ENSG00000162241.12_2,Gene Expression,GRCh37_liftover_v28,False,chr11,65375192.0,65383701.0,True,True,0.29957367371801924,1.1877087663757484,0.5237376
MBTPS1,ENSG00000140943.16_3,Gene Expression,GRCh37_liftover_v28,False,chr16,84053761.0,84116942.0,True,False,0.2995057879924278,1.0688925052540121,0.21602027
SF3A2,ENSG00000104897.9_5,Gene Expression,GRCh37_liftover_v28,False,chr19,2236824.0,2248655.0,True,False,0.2994031860327151,1.1543031259293035,0.43722174
SELL,ENSG00000188404.8_2,Gene Expression,GRCh37_liftover_v28,False,chr1,169690665.0,169711702.0,True,True,0.29932103974551855,1.728287128353434,1.9237593
TRPS1,ENSG00000104447.12_3,Gene Expression,GRCh37_liftover_v28,False,chr8,115408496.0,115809673.0,True,True,0.29923993820776934,1.2623921600717931,0.71715707
MRPL17,ENSG00000158042.8_2,Gene Expression,GRCh37_liftover_v28,False,chr11,6680385.0,6683340.0,True,False,0.2990325635276651,0.9454446691452251,-0.10369221
GDE1,ENSG00000006007.11_2,Gene Expression,GRCh37_liftover_v28,False,chr16,19501693.0,19522123.0,True,False,0.29859908531463486,1.007080837989,0.055936776
ACP2,ENSG00000134575.9_2,Gene Expression,GRCh37_liftover_v28,False,chr11,47239302.0,47248906.0,True,False,0.29856642760338503,0.9629450206603991,-0.058368765
MICU2,ENSG00000165487.13_2,Gene Expression,GRCh37_liftover_v28,False,chr13,21492691.0,21604181.0,True,False,0.29849377278879713,1.037156904523031,0.13382955
SRPK1,ENSG00000096063.15_4,Gene Expression,GRCh37_liftover_v28,False,chr6,35832966.0,35921342.0,True,False,0.2984444428673534,1.1043068943070184,0.30773854
SPAG4,ENSG00000061656.9_4,Gene Expression,GRCh37_liftover_v28,False,chr20,35615829.0,35621094.0,True,True,0.298440000810542,1.4317515029054235,1.1557739
MAST4,ENSG00000069020.18_3,Gene Expression,GRCh37_liftover_v28,False,chr5,66596380.0,67169593.0,True,True,0.29843689220403496,1.4292241005297006,1.1492283
PITPNB,ENSG00000180957.17_3,Gene Expression,GRCh37_liftover_v28,False,chr22,27851669.0,27920134.0,True,False,0.2984342272507724,1.057223662120529,0.18579961
RAB22A,ENSG00000124209.3_2,Gene Expression,GRCh37_liftover_v28,False,chr20,58309715.0,58367507.0,True,False,0.2983865369223009,1.0522114722669624,0.17281875
HPGD,ENSG00000164120.13_2,Gene Expression,GRCh37_liftover_v28,False,chr4,174490175.0,174523154.0,True,True,0.29836130017266677,1.5978177068947552,1.5858619
PPIF,ENSG00000108179.13_2,Gene Expression,GRCh37_liftover_v28,False,chr10,79347469.0,79355334.0,True,False,0.2983605401208288,1.0554863932356617,0.18130034
TNRC6A,ENSG00000090905.18_3,Gene Expression,GRCh37_liftover_v28,False,chr16,24610209.0,24827632.0,True,False,0.2981555782530443,1.0701144316718043,0.21918489
GGA2,ENSG00000103365.15_3,Gene Expression,GRCh37_liftover_v28,False,chr16,23463542.0,23521995.0,True,False,0.2981364158959763,1.0406847708753089,0.14296623
MRPL15,ENSG00000137547.8_3,Gene Expression,GRCh37_liftover_v28,False,chr8,54135241.0,54148514.0,True,False,0.2980640310197423,0.879008469740935,-0.2757526
CLPTM1,ENSG00000104853.15_5,Gene Expression,GRCh37_liftover_v28,False,chr19,44954585.0,44993341.0,True,False,0.29796909831695784,0.9394387485283534,-0.11924669
ASNSD1,ENSG00000138381.9_3,Gene Expression,GRCh37_liftover_v28,False,chr2,189661385.0,189670831.0,True,False,0.29793232911472206,1.0487980911096983,0.16397858
TCEAL4,ENSG00000133142.17_3,Gene Expression,GRCh37_liftover_v28,False,chrX,103576231.0,103587729.0,False,False,0.2977601394517236,0.9863273330637649,0.0021881263
CFAP97,ENSG00000164323.12_3,Gene Expression,GRCh37_liftover_v28,False,chr4,185159665.0,185209504.0,True,False,0.2976806920496091,1.106333161442152,0.31298628
SEC23B,ENSG00000101310.15_4,Gene Expression,GRCh37_liftover_v28,False,chr20,18507520.0,18561415.0,True,False,0.29762013285526623,0.9069738853693706,-0.2033261
OTULIN,ENSG00000154124.4_2,Gene Expression,GRCh37_liftover_v28,False,chr5,14664664.0,14699850.0,True,False,0.29748187225282274,1.1678980568401551,0.4724307
DAP,ENSG00000112977.15_3,Gene Expression,GRCh37_liftover_v28,False,chr5,10679230.0,10761234.0,True,False,0.2974540745081067,0.959632767200079,-0.066947035
DNAJC2,ENSG00000105821.14_2,Gene Expression,GRCh37_liftover_v28,False,chr7,103312289.0,103344830.0,True,False,0.29740563119609476,1.0706633589789314,0.22060654
LSM12,ENSG00000161654.9_2,Gene Expression,GRCh37_liftover_v28,False,chr17,44034328.0,44067619.0,True,False,0.29739552484680093,0.9742444481249033,-0.029104842
ALDOA,ENSG00000149925.18_5,Gene Expression,GRCh37_liftover_v28,False,chr16,30064164.0,30070457.0,True,False,0.2972969833799106,1.1187992826074153,0.3452718
NUDT16L1,ENSG00000168101.14_3,Gene Expression,GRCh37_liftover_v28,False,chr16,4693694.0,4695859.0,True,False,0.2971745522171644,1.1327877739390324,0.3815
SF3A3,ENSG00000183431.11_2,Gene Expression,GRCh37_liftover_v28,False,chr1,37956975.0,37990075.0,True,False,0.29709515478340875,0.9737505616494028,-0.030383937
CDIPT,ENSG00000103502.13_2,Gene Expression,GRCh37_liftover_v28,False,chr16,29858357.0,29863414.0,True,False,0.297042697764389,0.9993058615349363,0.035800684
EFR3A,ENSG00000132294.14_4,Gene Expression,GRCh37_liftover_v28,False,chr8,131904093.0,132013642.0,True,False,0.2970311839305231,0.9759660972239064,-0.024646014
LY86,ENSG00000112799.8_2,Gene Expression,GRCh37_liftover_v28,False,chr6,6588108.0,6654983.0,True,True,0.2970163615568782,1.202489152613369,0.5620167
DLD,ENSG00000091140.13_2,Gene Expression,GRCh37_liftover_v28,False,chr7,107891162.0,107931730.0,True,False,0.29695707803386995,0.9923654271252372,0.017825939
RAB3GAP1,ENSG00000115839.17_3,Gene Expression,GRCh37_liftover_v28,False,chr2,135052289.0,135176667.0,True,False,0.29680199527536033,1.171757763070164,0.4824268
MED30,ENSG00000164758.7_2,Gene Expression,GRCh37_liftover_v28,False,chr8,117520713.0,117540262.0,True,False,0.29670854605262814,1.0596906908860653,0.19218887
TDP2,ENSG00000111802.13_3,Gene Expression,GRCh37_liftover_v28,False,chr6,24649979.0,24666930.0,True,False,0.2966403838746289,1.0333722849710587,0.124027915
SNAPIN,ENSG00000143553.10_2,Gene Expression,GRCh37_liftover_v28,False,chr1,153658703.0,153661852.0,True,False,0.29662472650758065,1.0228166381254142,0.09669028
CCDC14,ENSG00000175455.14_5,Gene Expression,GRCh37_liftover_v28,False,chr3,123897305.0,123961408.0,True,False,0.29659262789817387,1.1587314806583033,0.44869056
HSPA13,ENSG00000155304.5_2,Gene Expression,GRCh37_liftover_v28,False,chr21,14371115.0,14383484.0,True,False,0.2965151020390124,1.0859550253786157,0.2602098
FLII,ENSG00000177731.15_3,Gene Expression,GRCh37_liftover_v28,False,chr17,18244815.0,18258738.0,True,False,0.29634187565525205,0.9705697212527055,-0.038621865
MPRIP,ENSG00000133030.20_4,Gene Expression,GRCh37_liftover_v28,False,chr17,17042457.0,17217679.0,True,True,0.2962617183344843,1.202350116113778,0.56165665
TBC1D2B,ENSG00000167202.11_3,Gene Expression,GRCh37_liftover_v28,False,chr15,77984036.0,78077724.0,True,True,0.2960087687827665,1.1803898950105012,0.5047828
ACBD3,ENSG00000182827.8_2,Gene Expression,GRCh37_liftover_v28,False,chr1,226144679.0,226186741.0,True,False,0.29599237946677065,0.9468249790138298,-0.1001174
ADA,ENSG00000196839.12_2,Gene Expression,GRCh37_liftover_v28,False,chr20,44584896.0,44652252.0,True,True,0.2959189572107077,1.2033566649117815,0.56426346
LACTB,ENSG00000103642.11_3,Gene Expression,GRCh37_liftover_v28,False,chr15,63121833.0,63142061.0,True,False,0.295894468542964,0.9196593002257208,-0.17047268
FTX,ENSG00000230590.9_4,Gene Expression,GRCh37_liftover_v28,False,chrX,73940435.0,74293574.0,False,False,0.2957107396738121,1.1629702484098607,0.45966837
GLA,ENSG00000102393.9_2,Gene Expression,GRCh37_liftover_v28,False,chrX,101393273.0,101408012.0,False,False,0.2956536677408139,1.0115757436920287,0.06757795
STIM2,ENSG00000109689.15_2,Gene Expression,GRCh37_liftover_v28,False,chr4,26857601.0,27025381.0,True,False,0.29562357772970105,1.1395226868050112,0.3989425
SPAG9,ENSG00000008294.20_3,Gene Expression,GRCh37_liftover_v28,False,chr17,50962174.0,51120868.0,True,False,0.2954175299439936,1.013452708189265,0.07243902
DKC1,ENSG00000130826.17_3,Gene Expression,GRCh37_liftover_v28,False,chrX,154762742.0,154777689.0,False,False,0.2952191926907404,1.0379636988873329,0.13591903
NIN,ENSG00000100503.23_4,Gene Expression,GRCh37_liftover_v28,False,chr14,50719763.0,50831162.0,True,False,0.29516983494743565,1.1029629287853835,0.30425787
AIDA,ENSG00000186063.12_2,Gene Expression,GRCh37_liftover_v28,False,chr1,222668013.0,222713210.0,True,False,0.295057023394483,0.9893120392236493,0.009918095
BCL7B,ENSG00000106635.7_2,Gene Expression,GRCh37_liftover_v28,False,chr7,73536356.0,73557690.0,True,False,0.29490955680743264,1.073949200081962,0.22911641
ZFR,ENSG00000056097.15_2,Gene Expression,GRCh37_liftover_v28,False,chr5,32354350.0,32444740.0,True,False,0.29484816528646024,1.0198755085083235,0.089073166
ADAM9,ENSG00000168615.11_2,Gene Expression,GRCh37_liftover_v28,False,chr8,38996754.0,39105445.0,True,False,0.2946348423481589,1.1465763062754801,0.41721037
NDRG1,ENSG00000104419.14_4,Gene Expression,GRCh37_liftover_v28,False,chr8,133237175.0,133302022.0,True,False,0.2944955184473316,1.1629521987886045,0.4596216
KDSR,ENSG00000119537.16_3,Gene Expression,GRCh37_liftover_v28,False,chr18,63327726.0,63367228.0,True,False,0.29445980567026453,1.092933458463933,0.27828297
EBNA1BP2,ENSG00000117395.12_4,Gene Expression,GRCh37_liftover_v28,False,chr1,43164175.0,43270936.0,True,False,0.2944470536183371,0.9585703723039218,-0.06969849
WDR54,ENSG00000005448.16_2,Gene Expression,GRCh37_liftover_v28,False,chr2,74421678.0,74425755.0,True,True,0.29433152147475483,1.1860828290684613,0.51952666
LGALS8,ENSG00000116977.18_3,Gene Expression,GRCh37_liftover_v28,False,chr1,236518000.0,236552981.0,True,False,0.29426246178709076,1.026516850159262,0.10627331
CHMP1A,ENSG00000131165.14_2,Gene Expression,GRCh37_liftover_v28,False,chr16,89640816.0,89657738.0,True,False,0.294249514547879,1.0994688142333413,0.2952086
PEF1,ENSG00000162517.12_2,Gene Expression,GRCh37_liftover_v28,False,chr1,31629866.0,31644896.0,True,False,0.2939494221993832,1.0645803698534428,0.20485246
BEX3,ENSG00000166681.13_4,Gene Expression,GRCh37_liftover_v28,False,chrX,103376395.0,103378164.0,False,True,0.29388293803846854,1.55381983497467,1.4719137
TCF7,ENSG00000081059.19_3,Gene Expression,GRCh37_liftover_v28,False,chr5,134114681.0,134151865.0,True,True,0.2937967863527598,1.418798090408743,1.1222264
ORMDL3,ENSG00000172057.9_3,Gene Expression,GRCh37_liftover_v28,False,chr17,39921041.0,39927601.0,True,True,0.29371344104672586,1.1992222613938526,0.55355597
IP6K2,ENSG00000068745.14_2,Gene Expression,GRCh37_liftover_v28,False,chr3,48688003.0,48740353.0,True,False,0.29355978123384324,1.1101446307643528,0.32285747
EP300,ENSG00000100393.12_3,Gene Expression,GRCh37_liftover_v28,False,chr22,41092592.0,41180077.0,True,False,0.29348394321342175,1.0512493162216938,0.1703269
GTF2E2,ENSG00000197265.8_3,Gene Expression,GRCh37_liftover_v28,False,chr8,30578318.0,30658236.0,True,False,0.2931853812413189,1.039427810213326,0.13971087
TRAF5,ENSG00000082512.14_2,Gene Expression,GRCh37_liftover_v28,False,chr1,211326615.0,211374946.0,True,True,0.2929055318825278,1.310001828229953,0.8404594
MCUR1,ENSG00000050393.11_3,Gene Expression,GRCh37_liftover_v28,False,chr6,13786557.0,13814568.0,True,False,0.29289264190340353,0.9152117585485566,-0.18199119
IFT27,ENSG00000100360.14_3,Gene Expression,GRCh37_liftover_v28,False,chr22,36758202.0,36776256.0,True,False,0.2928670741851355,1.0356601226681403,0.1299531
EIF3B,ENSG00000106263.17_2,Gene Expression,GRCh37_liftover_v28,False,chr7,2354086.0,2380745.0,True,False,0.29270589520328355,0.9692225497612397,-0.04211085
MAN2A1,ENSG00000112893.9_2,Gene Expression,GRCh37_liftover_v28,False,chr5,109689927.0,109869625.0,True,False,0.29253349884495067,0.9757804560802149,-0.025126798
COA5,ENSG00000183513.8_2,Gene Expression,GRCh37_liftover_v28,False,chr2,98599314.0,98608515.0,True,False,0.2924563448039818,1.0047783747956824,0.049973723
DUS1L,ENSG00000169718.17_3,Gene Expression,GRCh37_liftover_v28,False,chr17,82057506.0,82065887.0,True,False,0.2923675292343313,0.9628386709243566,-0.058644198
TOR1AIP1,ENSG00000143337.18_4,Gene Expression,GRCh37_liftover_v28,False,chr1,179882042.0,179920077.0,True,False,0.29225002021583335,1.073504829505399,0.22796555
NELFCD,ENSG00000101158.13_3,Gene Expression,GRCh37_liftover_v28,False,chr20,58981208.0,58995133.0,True,False,0.2920306566959818,1.1306215316863748,0.37588975
PSMG3,ENSG00000157778.8_2,Gene Expression,GRCh37_liftover_v28,False,chr7,1567332.0,1571005.0,True,False,0.2919894130617331,1.0088912037392168,0.06062537
CYB5R4,ENSG00000065615.13_2,Gene Expression,GRCh37_liftover_v28,False,chr6,83859656.0,83967423.0,True,False,0.2918608585182153,0.9775460168995548,-0.020554245
NPL,ENSG00000135838.13_2,Gene Expression,GRCh37_liftover_v28,False,chr1,182789293.0,182830384.0,True,False,0.2918366464228863,1.1164187650088155,0.3391066
ARFGAP2,ENSG00000149182.14_3,Gene Expression,GRCh37_liftover_v28,False,chr11,47164299.0,47177125.0,True,False,0.2916114499382286,1.1182437664116776,0.3438331
KIF2A,ENSG00000068796.16_4,Gene Expression,GRCh37_liftover_v28,False,chr5,62306162.0,62391025.0,True,False,0.29155013955509546,1.1496250395601524,0.42510617
MPHOSPH9,ENSG00000051825.14_5,Gene Expression,GRCh37_liftover_v28,False,chr12,123152320.0,123244014.0,True,True,0.2915279385241656,1.2441349288936825,0.6698734
DNPEP,ENSG00000123992.19_3,Gene Expression,GRCh37_liftover_v28,False,chr2,219372043.0,219400022.0,True,False,0.2914752333778197,1.024073474623786,0.09994531
TNS3,ENSG00000136205.16_2,Gene Expression,GRCh37_liftover_v28,False,chr7,47275154.0,47582558.0,True,False,0.29143645930791684,1.1618182762036913,0.45668492
FKBP4,ENSG00000004478.7_2,Gene Expression,GRCh37_liftover_v28,False,chr12,2794970.0,2805423.0,True,False,0.29133845863548957,1.0715820238817235,0.22298576
NECAP1,ENSG00000089818.17_2,Gene Expression,GRCh37_liftover_v28,False,chr12,8076939.0,8097881.0,True,False,0.2913275694829181,1.1162958020248503,0.33878812
HECA,ENSG00000112406.4_2,Gene Expression,GRCh37_liftover_v28,False,chr6,139135080.0,139180802.0,True,False,0.2913179357849737,1.0913773070872343,0.27425274
TTC17,ENSG00000052841.14_3,Gene Expression,GRCh37_liftover_v28,False,chr11,43358920.0,43494933.0,True,False,0.2913005421498668,1.0413858674696175,0.14478196
CSF1,ENSG00000184371.13_4,Gene Expression,GRCh37_liftover_v28,False,chr1,109910242.0,109930992.0,False,True,0.2912683874871537,1.7969493746138867,2.101585
CRTC3,ENSG00000140577.15_3,Gene Expression,GRCh37_liftover_v28,False,chr15,90529923.0,90645345.0,True,False,0.2912202870803833,1.0986380325362128,0.293057
